Price,Close,High,Low,Open,Volume,DayOfWeek,Month,Year,MA5,RSI,Volume_Change,Predicted
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,,,,,,,
Date,,,,,,,,,,,,
2024-04-17,84.00740051269531,88.74584141967834,83.92242172115718,88.31097911873327,495400000,2,4,2024,87.22193756103516,0.9534040178571429,0.3372816524633355,88.0877964453181
2024-04-18,84.64318084716797,86.16168663370678,82.37492908333081,84.94208621726145,447260000,3,4,2024,86.0333267211914,1.0442297799246651,-0.09717400080742833,85.53372771981327
2024-04-19,76.17496490478516,84.29629668319684,75.58116589392048,83.12268637450086,875198000,4,4,2024,83.6369140625,0.8035932268415179,0.9567991772123596,85.69202518662337
2024-04-22,79.49187469482422,80.04669267273574,76.37490279505329,78.07833775408314,596341000,0,4,2024,82.34074096679687,0.7666048322405133,-0.3186216147660301,78.87373547138876
2024-04-23,82.39591979980469,82.7418068067518,80.23763246823718,80.74246382535908,438559000,1,4,2024,81.34266815185546,1.1814684186662947,-0.26458351849025974,80.75572275955257
2024-04-24,79.65083312988281,84.0543851474842,79.15699208262093,83.92242471814481,512208000,2,4,2024,80.47135467529297,1.1814684186662947,0.16793407500473134,82.79696266974105
2024-04-25,82.60486602783203,83.29563335625151,78.19730980842563,78.84209462361733,424641000,3,4,2024,80.06369171142578,1.401538303920201,-0.170959844438197,80.61547867519175
2024-04-26,87.7061767578125,88.30198162324554,83.35960564687717,83.79046380504667,551011000,4,4,2024,82.36993408203125,2.1302969796316966,0.29759255465204726,82.73202097389152
2024-04-29,87.7281723022461,87.96308807915567,85.23798574736955,87.56622296271497,388971000,0,4,2024,84.01719360351562,2.0426134381975447,-0.2940776136955524,87.48603141244894
2024-04-30,86.37361145019531,88.7898171170471,86.27164758783333,87.2113335471447,363709000,1,4,2024,84.81273193359375,2.0426134381975447,-0.06494571574744645,87.85503864811413
2024-05-01,83.01371765136719,85.9717451202874,81.22830132116862,85.04905184528752,559863000,2,5,2024,85.48530883789063,1.5687691824776786,0.539315771674608,87.13460962359345
2024-05-02,85.78881072998047,86.20867093085921,83.17266601309362,84.42125626969049,377898000,3,5,2024,86.12209777832031,1.5503474644252233,-0.3250170130907025,84.67622466162389
2024-05-03,88.75983428955078,89.25166943381491,87.01140828668458,87.76016278941914,398341000,4,5,2024,86.33282928466797,1.9747794015066964,0.05409660807942873,86.80329962902496
2024-05-06,92.10972595214844,92.18970149787158,89.02574047227303,89.36062948973989,376203000,0,5,2024,87.20914001464844,2.0313306535993303,-0.05557549938369388,89.2574393877428
2024-05-07,90.52424621582031,91.75084041902228,88.98175395384375,91.06806618454974,437342000,1,5,2024,88.03926696777344,1.3025719778878349,0.16251598206287565,91.88828396927752
2024-05-08,90.3823013305664,91.16404211729393,89.39062281924463,89.45360566200054,325721000,2,5,2024,89.51298370361329,1.2994297572544642,-0.2552258872918677,90.59333853429433
2024-05-09,88.71784973144531,91.04208295679378,88.20202038816478,90.4992620554592,378013000,3,5,2024,90.09879150390626,1.2994297572544642,0.16054230461038732,90.90321404270853
2024-05-10,89.84847259521484,91.3709748992257,89.19768547851668,90.2753342742342,335325000,4,5,2024,90.31651916503907,1.4609473092215401,-0.11292733318695392,89.90954832474772
2024-05-13,90.36930847167969,90.96811074029578,88.49991996993283,90.44827727503778,289680000,0,5,2024,89.96843566894532,1.1389105660574776,-0.1361216730038023,90.87092123956796
2024-05-14,91.32599639892578,91.62089767401247,88.90478722070216,89.56956971282393,296507000,1,5,2024,90.1287857055664,0.8511483328683036,0.023567384700359018,90.91640881025036
2024-05-15,94.59890747070312,94.83083350687552,91.5689050462718,92.44161932872312,417735000,2,5,2024,90.97210693359375,0.8401511056082589,0.40885375387427625,91.49772807702274
2024-05-16,94.3280029296875,95.78752238437566,94.07208269713682,94.87882442022669,323952000,3,5,2024,92.0941375732422,0.8401511056082589,-0.22450357283924016,94.09831610433179
2024-05-17,92.44861602783203,94.70887485375151,91.77584059273352,94.33800216120143,359691000,4,5,2024,92.61416625976562,0.8401511056082589,0.11032189954067273,94.20796074410235
2024-05-20,94.74886322021484,95.16872341830162,93.40930707577944,93.71920279909754,318764000,0,5,2024,93.49007720947266,1.1687578473772322,-0.11378377551843111,93.03837543414843
2024-05-21,95.35466766357422,95.36866300361463,93.14939104451075,93.56825212335475,328946000,1,5,2024,94.29581146240234,1.0937837873186385,0.03194212646346517,95.07040094804762
2024-05-22,94.91880798339844,95.98845620709115,93.21837032400495,95.42764347286975,548648000,2,5,2024,94.3597915649414,1.019378662109375,0.667896858450931,95.70706581100825
2024-05-23,103.76490783691406,106.2850758370863,101.48664948420172,101.99448585081109,835065000,3,5,2024,96.24717254638672,2.146437508719308,0.5220414546302912,95.40911815290644
2024-05-24,106.43402862548828,106.44002335978084,102.96616635990915,104.41468788795488,429494000,4,5,2024,99.04425506591797,2.0601817539760043,-0.48567596534401514,102.9217105913623
2024-05-28,113.86358642578125,114.90124747385036,109.84690852832622,110.2077900069521,652728000,1,5,2024,102.86719970703125,3.121547154017857,0.5197604623114642,105.545018372365
2024-05-29,114.78727722167969,115.45405793078952,110.86457027293942,113.01286640628571,557442000,2,5,2024,106.75372161865235,3.253502982003348,-0.14598117439423464,112.5696220087946
2024-05-30,110.46369934082031,115.78095222554882,109.62697631949285,114.612337538274,487350000,3,5,2024,109.86269989013672,2.924896240234375,-0.12573864186767414,114.39721290948468
2024-05-31,109.59698486328125,112.67997129263833,106.904868817121,112.4830297906596,613263000,4,5,2024,111.02911529541015,2.838352748325893,0.25836257309941524,112.0180350869423
2024-06-03,114.96222686767578,114.96222686767578,111.96620962094242,113.58368201334555,438392000,0,6,2024,112.73475494384766,3.604815891810826,-0.2851484599592671,111.70920268868713
2024-06-04,116.39875030517578,116.56169877793198,114.00753771578134,115.67799408835361,403324000,1,6,2024,113.24178771972656,2.5463049752371654,-0.0799923356265625,116.39258202422097
2024-06-05,122.39977264404297,122.4087647447128,117.42940615929226,118.33210934086958,528402000,2,6,2024,114.76428680419922,3.0222909109933034,0.3101179200841011,116.97479766138648
2024-06-06,120.958251953125,125.54574130546908,118.28113030159747,124.00724541916884,664696000,3,6,2024,116.86319732666016,1.960925510951451,0.2579361925200889,121.99912267417619
2024-06-07,120.8482894897461,121.65202623467715,117.98323363858707,119.7306529022316,412386000,4,6,2024,119.11345825195312,1.8289696829659599,-0.379587059347431,120.96657991602463
2024-06-10,121.74999237060547,123.05955958930451,116.9715638416941,120.33046067723372,314162700,0,6,2024,120.47101135253907,1.9577843802315849,-0.23818291600587804,121.43754640324279
2024-06-11,120.88021087646484,122.83972700807324,118.7107397776175,121.73999195116299,222551200,1,6,2024,121.36730346679687,1.9577843802315849,-0.29160527331857033,122.50884862741009
2024-06-12,125.16915130615234,126.84873770805827,122.53980200765415,123.02967915018486,299595000,2,6,2024,121.92117919921876,1.8040270124162947,0.34618460830586395,122.15131738431951
2024-06-13,129.5780792236328,129.7680348697194,127.12868568021801,129.35813218658845,260704500,3,6,2024,123.64514465332032,2.228656223842076,-0.1298102438291694,125.32423298887076
2024-06-14,131.84751892089844,132.80727390157034,128.28839829543193,129.92799370452428,309320400,4,6,2024,125.84499053955078,1.695572989327567,0.1864789445521653,129.20109176712214
2024-06-17,130.94773864746094,133.69706139159663,129.54808953427707,132.9572533982128,288504400,0,6,2024,127.68453979492188,1.695572989327567,-0.06729591711377592,131.16903706541552
2024-06-18,135.54660034179688,136.29641557179684,130.6578056523983,131.10769173939232,294335100,1,6,2024,130.6178176879883,2.352553231375558,0.020210090383370183,130.99939917780077
2024-06-20,130.74778747558594,140.72532511567726,129.48810330722768,139.76557010788932,517768400,3,6,2024,131.733544921875,2.223738534109933,0.7591119781500746,135.51562322543776
2024-06-21,126.53881072998047,130.5978154647857,124.26937345205326,127.08867825178737,655484700,4,6,2024,131.12569122314454,2.223738534109933,0.2659805040245793,132.38381611258532
2024-06-24,118.08090209960938,124.42933613805307,118.01091965046173,123.20963548646723,476060900,0,6,2024,128.37236785888672,1.6110327584402901,-0.2737269077371295,129.19111896561245
2024-06-25,126.05892944335938,126.46883208603107,119.29060083723321,121.17013488438512,425787500,1,6,2024,127.39460601806641,2.120904105050223,-0.10560287559847914,121.94343812079964
2024-06-26,126.36885833740234,128.08842814640124,122.56979155312732,126.09892059020918,362975900,2,6,2024,125.5590576171875,1.8409739903041296,-0.14751865660687546,127.67602925340873
2024-06-27,123.95944213867188,126.37885155800387,122.88970613137967,124.06941564080125,252571700,3,6,2024,124.20138854980469,1.8409739903041296,-0.3041639954608557,127.22063579855903
2024-06-28,123.50955963134766,127.67853027804634,122.71975337861936,124.54930428199576,315516700,4,6,2024,123.59553833007813,1.1839937482561385,0.24921636113626344,125.11438429341683
2024-07-01,124.2693862915039,124.80924657003757,118.8007324055703,123.43958890104815,284885500,0,7,2024,124.83323516845704,1.2925404139927454,-0.09708265838226626,124.27657096692717
2024-07-02,122.6397705078125,123.37959365292392,121.00017523772506,121.10014907077634,218374000,1,7,2024,124.14940338134765,1.2925404139927454,-0.23346748079491586,125.16556297685852
2024-07-03,128.24839782714844,128.24839782714844,121.33010435521813,121.63003350315482,215749000,2,7,2024,124.52531127929687,2.0937728881835938,-0.012020661800397514,123.80997340988957
2024-07-05,125.79899597167969,128.81825608276083,125.64903140778242,127.34860945857926,214176700,4,7,2024,124.89322204589844,0.954054696219308,-0.007287635168645057,128.4058997310533
2024-07-08,128.16839599609375,130.73776982046533,127.0086858992603,127.4585719244731,237677300,0,7,2024,125.82498931884766,1.2482648577008928,0.10972528757796707,126.12628012126864
2024-07-09,131.34764099121094,133.78704236722226,128.61830251041144,130.3178959397844,285366600,1,7,2024,127.24064025878906,1.7024427141462053,0.20064726416868583,128.21878449484043
2024-07-10,134.87677001953125,135.0667256558596,132.38737791270125,133.99698191654937,248978600,2,7,2024,129.68804016113282,2.20660400390625,-0.1275131707775191,131.17050656422498
2024-07-11,127.36861419677734,136.1164508461357,127.0187019512054,135.71655549549055,374782700,3,7,2024,129.5120834350586,2.098057338169643,0.5052807751348911,134.67749543532548
2024-07-12,129.2081756591797,131.88750829381019,127.1886688828338,128.2284060345482,252680500,4,7,2024,130.19391937255858,2.360851832798549,-0.3257946538087271,129.23723933360276
2024-07-15,128.40835571289062,131.35762580228223,127.14866403247436,130.52782847793975,208326200,0,7,2024,130.24191131591797,1.559619358607701,-0.17553511252352283,130.87173233052457
2024-07-16,126.32887268066406,129.0082051584145,124.54931239200171,128.40836211736584,214769500,1,7,2024,129.2381576538086,1.559619358607701,0.030928899005501886,129.81873178974755
2024-07-17,117.96092987060547,121.8199795319496,116.69124610366761,121.32010271185337,390086200,2,7,2024,125.85498962402343,1.2211336408342635,0.816301662945623,128.06520496212386
2024-07-18,121.06016540527344,122.36984786902624,116.53128260658956,121.81998031239168,320979500,3,7,2024,124.59329986572266,1.2097037179129464,-0.17715751031438687,120.96869474661172
2024-07-19,117.90093994140625,121.57003374775046,117.341080377663,120.32034177331325,217223800,4,7,2024,122.33185272216797,0.7055424281529018,-0.32324712325865046,122.78339188510883
2024-07-22,123.50955963134766,124.03942781453529,119.8304661088677,120.3203432330864,258068900,0,7,2024,121.35209350585937,1.5067738124302454,0.18803234268068225,119.59376192132237
2024-07-23,122.5597915649414,124.65928025097237,122.06991443104106,122.74974719191928,173911000,1,7,2024,120.59827728271485,1.2439793178013392,-0.326106322768842,123.76357324106506
2024-07-24,114.22184753417969,119.92043994002134,113.41204956795865,119.1406333610656,327776900,2,7,2024,119.85046081542968,1.2439793178013392,0.884739320687018,122.70629207683332
2024-07-25,112.25232696533203,116.60125336651197,106.27380502948411,113.01214179627254,460067000,3,7,2024,118.08889312744141,1.2439793178013392,0.40359799607598945,116.59726974305953
2024-07-26,113.03214263916016,116.17136841805404,111.55251154245995,116.16137637359374,293399100,4,7,2024,117.1151336669922,1.3553815569196428,-0.36226875650720436,114.6758307993012
2024-07-29,111.5625,116.25134680115113,111.27257816967544,113.66198865142056,248152100,0,7,2024,114.72572174072266,0.9126336233956474,-0.15421656030983055,114.99581949873564
2024-07-30,103.7044448852539,111.96240417731258,102.51473565355279,111.49251876218644,486833300,1,7,2024,110.95465240478515,0.9126336233956474,0.9618342943702674,112.97635369175933
2024-07-31,116.99115753173828,118.31083191790377,110.85267132044424,112.87217777091092,473174200,2,7,2024,111.50851440429688,2.0095040457589284,-0.028057037182953604,106.34237741029855
2024-08-01,109.18309783935547,120.13040514788088,106.78368749587625,117.50104810323892,523462300,3,8,2024,110.89466857910156,2.0095040457589284,0.10627819521858961,116.59316583454203
2024-08-02,107.24356842041016,108.69321575888374,101.3450281116693,103.73443867463745,482027500,4,8,2024,109.73695373535156,2.0095040457589284,-0.07915527058968719,110.84038155354413
2024-08-05,100.42524719238281,103.38452459369911,90.66765743904186,92.0373150047539,552842400,0,8,2024,107.50950317382812,2.0095040457589284,0.14691049784503996,109.12579252217908
2024-08-06,104.22431182861328,107.68345833707174,100.52522659409519,103.8144091952266,409012100,1,8,2024,107.6134765625,2.4408253261021207,-0.2601651031107599,103.58561616562271
2024-08-07,98.88563537597656,108.77319818362058,98.6656883565928,107.78343659639361,411440400,2,8,2024,103.99237213134765,2.4408253261021207,0.005936988172232649,106.57066745292141
2024-08-08,104.94413757324219,105.47400576569116,97.49596860854,101.97486813365401,391910000,3,8,2024,103.144580078125,3.3063256399972096,-0.04746835750694389,101.74287084532907
2024-08-09,104.72418975830078,106.57373239559361,103.40451530940655,105.6139698534446,290844200,4,8,2024,102.64070434570313,1.4082238333565849,-0.25788012553902684,106.33562633587292
2024-08-12,108.9931411743164,111.04263923804827,106.23382655143305,106.29380933051287,325559900,0,8,2024,104.35428314208984,2.0180740356445312,0.11936184390130533,104.94454920115132
2024-08-13,116.11138153076172,116.20136332032301,111.55250759337807,112.41229629244809,312646700,1,8,2024,106.73169708251953,3.0349655151367188,-0.039664590141476275,108.81065595900174
2024-08-14,118.05091094970703,118.57077948335262,114.04189674110647,118.5007970340635,339246400,2,8,2024,110.56475219726562,3.3120411464146207,0.08507910046707678,115.16459294256133
2024-08-15,122.8297348022461,123.2096384456698,117.44106320591041,118.73074633761901,318086700,3,8,2024,114.14187164306641,3.4520067487444197,-0.06237265892873145,117.82072985370787
2024-08-16,124.54930114746094,124.9691958147952,121.15013749579563,121.90995234205361,302589900,4,8,2024,118.10689392089844,3.6976590837751115,-0.0487187927065168,122.34207635160132
2024-08-19,129.96795654296875,129.96795654296875,123.38957660426745,124.24936523467589,318333600,0,8,2024,122.3018569946289,3.6062523978097096,0.05202982650775856,124.85582083760518
2024-08-20,127.2186508178711,129.8480077753235,125.85898525590325,128.36836140301475,300087400,1,8,2024,124.52331085205078,3.6062523978097096,-0.05731785774420295,129.83732503712997
2024-08-21,128.4683380126953,129.31813467743694,126.62879504399294,127.288628455805,257883600,2,8,2024,126.60679626464844,3.174928937639509,-0.14063836069091873,128.5128173859775
2024-08-22,123.70951080322266,130.717785815134,123.06966909662319,129.98796994394152,376189100,3,8,2024,126.78275146484376,2.1580374581473216,0.45875542298928673,129.75985190586022
2024-08-23,129.33811950683594,129.56807382051312,125.18914813175064,125.82898983127045,323230300,4,8,2024,127.74051513671876,2.6850487845284596,-0.14077707195663036,125.86127760942719
2024-08-26,126.42884063720703,131.22765338990934,124.33935925298674,129.53808260280766,331964700,0,8,2024,127.0326919555664,2.0023596627371654,0.02702221914220293,130.4442990307807
2024-08-27,128.26840209960938,129.1681743229575,123.84948497148315,125.01920259136338,303134600,1,8,2024,127.24264221191406,2.0195018223353793,-0.08684688462357593,127.73680454890534
2024-08-28,125.57905578613281,128.29838691719942,122.60978624415954,128.0884319398247,448101100,2,8,2024,126.66478576660157,1.245408194405692,0.4782248545695542,129.12654682875234
2024-08-29,117.56101989746094,124.39933835599817,116.68123949231907,121.33009516824127,453023300,3,8,2024,125.43508758544922,1.245408194405692,0.010984574686382143,126.62956067654584
2024-08-30,119.34059143066406,121.72000228172388,117.19111963899515,119.50054804230363,333751600,4,8,2024,123.43558197021484,1.32110595703125,-0.26327939423866276,120.53830385371977
2024-09-03,107.973388671875,116.18136480283337,107.26356453201906,115.9814171340765,477155100,1,9,2024,119.74449157714844,1.32110595703125,0.4296713483920376,121.28058845002865
2024-09-04,106.18383026123047,113.24208832420429,104.09434887245212,105.38403194779274,372470300,2,9,2024,115.32757720947265,0.5170189993722099,-0.2193936520850348,112.08840736803181
2024-09-05,107.18358612060547,109.6229874268856,104.73419276980215,104.96413183407385,306850700,3,9,2024,111.64848327636719,0.6598412649972099,-0.1761740466286842,109.06740742413187
2024-09-06,102.80465698242188,108.12334543943037,100.92511547059387,108.0133719412909,413638100,4,9,2024,108.69721069335938,0.39704677036830355,0.3480109382184886,108.82498198505522
2024-09-09,106.44377136230469,106.52375348417674,103.66445746112835,104.85415910703641,273912000,0,9,2024,106.1178466796875,0.9169202532087054,-0.3377979446284083,104.73460923983491
2024-09-10,108.0733642578125,109.37304700834024,104.92413884500664,107.78343479415585,268283700,1,9,2024,106.137841796875,1.14971923828125,-0.02054784018224831,106.82603542473804
2024-09-11,116.88119506835938,117.16112485124165,107.39352807236727,109.3630438515934,441422400,2,9,2024,108.27731475830078,2.1537562779017856,0.645356762263231,108.1542193900244
2024-09-12,119.12083435058594,120.77057045474369,115.3614370539407,116.82120128077001,367100500,3,9,2024,110.66476440429688,2.4737047467912947,-0.16836911765238916,115.67616951380953
2024-09-13,119.0808334350586,119.94069565795841,117.58107480834963,119.06084000976254,238358300,4,9,2024,113.91999969482421,2.4737047467912947,-0.3507001488693151,118.11747694981494
2024-09-16,116.7612075805664,118.16098383065176,114.34159881620232,116.77120810734208,248772300,0,9,2024,115.98348693847656,2.3308824811662947,0.04369052808314211,119.0212630418898
2024-09-17,115.57140350341797,118.7808938826076,114.81153124290536,118.15099033708098,231925900,1,9,2024,117.48309478759765,2.3308824811662947,-0.0677181502924562,117.84712392733708
2024-09-18,113.35176086425781,117.68105834506785,113.20178347448297,115.87135202544096,310318900,2,9,2024,116.77720794677734,1.8110089983258928,0.3380088209208201,117.43074041274294
2024-09-19,117.85104370117188,119.64075670028409,117.23114068021938,117.3311230698782,293506400,3,9,2024,116.52324981689453,2.2209647042410716,-0.054178137393500636,115.37201475050601
2024-09-20,115.98133850097656,118.6009197546388,115.37143602446805,117.041165532472,382462400,4,9,2024,115.90335083007812,0.9627031598772321,0.30308027354769784,118.74356026955748
2024-09-23,116.24130249023438,116.97118080282907,114.84152614526418,116.5312567610485,206228500,0,9,2024,115.79936981201172,0.6798924037388393,-0.4607875179364037,116.53292687717658
2024-09-24,120.85055541992188,121.78040609310197,115.36143323881014,116.5012492087513,354966800,1,9,2024,116.8552001953125,1.3383571079799108,0.7212305767631535,116.45198317464109
2024-09-25,123.4901351928711,124.91990547833531,121.5904392877682,122.00036937142775,284692900,2,9,2024,118.88287506103515,1.715439932686942,-0.19797316256055497,120.4878152000136
2024-09-26,124.02005004882812,127.64946344549999,121.78041247124415,126.77960826024157,302582900,3,9,2024,120.1166763305664,1.7911420549665178,0.06283964229525929,123.14038035326203
2024-09-27,121.38047790527344,124.01005220096552,119.24082267160239,123.9500642912149,271009200,4,9,2024,121.19650421142578,1.7911420549665178,-0.10434727144197509,123.93674242633985
2024-09-30,121.42046356201172,121.48045146740193,118.13099198549791,118.29096227592748,226553700,0,9,2024,122.23233642578126,1.154099600655692,-0.16403686664511763,122.36196231641176
2024-10-01,116.9811782836914,122.42030559533124,115.77137385100936,121.75040758040218,302094500,1,10,2024,121.45846099853516,1.154099600655692,0.3334344131214806,122.27655688335815
2024-10-02,118.83087921142578,119.360792730428,115.12147695024304,116.42127087200362,221845900,2,10,2024,120.5266098022461,1.3812048775809151,-0.265640718384479,118.9012744159441
2024-10-03,122.83023834228516,124.33999759824167,120.32063993396463,120.90054847309592,277118000,3,10,2024,120.2886474609375,1.2940771920340401,0.2491463669150522,120.07157651853765
2024-10-04,124.89990234375,125.01988578554294,121.810403092212,124.91990339813242,243678100,4,10,2024,120.9925323486328,1.212660653250558,-0.1206702559920323,122.84425599353078
2024-10-07,127.69945526123047,130.61898369823507,124.92989659161151,124.96989107230341,346250200,0,10,2024,122.24833068847656,1.5368946620396204,0.4209327797614968,124.47174051178636
2024-10-08,132.86862182617188,133.45852325335272,129.39917881279587,130.23904002332463,285722500,1,10,2024,125.42581939697266,2.2753470284598216,-0.1748091409044673,126.99998916300154
2024-10-09,132.62864685058594,134.49835629027027,131.35886221320516,134.08841860906853,246191600,2,10,2024,128.18537292480468,2.269634791782924,-0.13835417231754588,132.0105747817019
2024-10-10,134.78829956054688,134.97827142059657,130.97891523035668,131.8887724251562,242311300,3,10,2024,130.57698516845704,2.5781566074916293,-0.01576130136040388,132.6360934236622
2024-10-11,134.7783203125,135.75815840657205,133.63850429309608,133.98843884138304,170209500,4,10,2024,132.55266876220702,2.3139136178152904,-0.2975585538107385,135.05568909292018
2024-10-14,138.0478057861328,139.57755854294567,136.27808612883217,136.44805696221857,232347700,0,10,2024,134.6223388671875,2.2096459524972096,0.36506892976008976,135.45912829251913
2024-10-15,131.57884216308594,138.547722466739,128.71930149862905,137.84782283581688,377831000,1,10,2024,134.3643829345703,1.9139796665736608,0.6261447821519215,138.31469645621775
2024-10-16,135.6981658935547,136.5980149944232,131.55883256815804,133.9584403413635,264879700,2,10,2024,134.97828674316406,2.1025183541434154,-0.29894661899103037,133.4698722413532
2024-10-17,136.90797424316406,140.8673441853548,136.8479863322171,139.31759037510415,306435900,3,10,2024,135.4022216796875,1.536895751953125,0.15688706986605627,136.66733481168922
2024-10-18,137.97779846191406,138.87764756674068,137.25791307551907,138.64768884107772,176090200,4,10,2024,136.0421173095703,1.689727783203125,-0.4253604097953275,137.3580420742482
2024-10-21,143.6868896484375,143.6868896484375,137.97780144123402,138.1077854115753,264554500,0,10,2024,137.16993408203126,2.1967904227120534,0.5023805981252789,138.37812619041782
2024-10-22,143.56690979003906,144.39677817254247,141.7572032447214,142.88702644418225,226311600,1,10,2024,139.5675476074219,2.1967904227120534,-0.14455584766087892,143.07094903485546
2024-10-23,139.5375518798828,142.4070854107316,137.43789878035992,142.00715584596583,285930000,2,10,2024,140.3354248046875,1.7297210693359375,0.2634350161458803,143.65229541939948
2024-10-24,140.38742065429688,141.3272719093067,138.4377373361036,140.79735837298583,172354900,3,10,2024,141.03131408691405,1.8511308942522322,-0.39721295421956426,140.75182617495082
2024-10-25,141.51722717285156,144.1068221770471,140.77735596279692,140.90732467853542,205122100,4,10,2024,141.73919982910155,1.4240570068359375,0.19011469937901393,141.60924331954413
2024-10-28,140.49740600585938,143.11697977842437,140.02748037021578,142.9770029033179,173586700,0,10,2024,141.10130310058594,1.2512272426060267,-0.1537396506763532,142.40927881419927
2024-10-29,141.22727966308594,142.23711171034327,138.87765156261756,140.26742736816374,157593600,1,10,2024,140.6333770751953,1.2026628766741072,-0.09213321066648539,141.34276687602875
2024-10-30,139.3175811767578,140.30742741103543,136.78798938993828,139.51754595215704,179418100,2,10,2024,140.58938293457032,0.3870784214564732,0.13848595374431438,141.71571560094335
2024-10-31,132.7386474609375,137.5878737112806,132.08875807974474,137.57788081150406,270039600,3,10,2024,139.05962829589845,0.3870784214564732,0.5050856073049486,139.88997462074204
2024-11-01,135.3782196044922,137.2879161101812,134.5483665061615,134.67833522595924,207127800,4,11,2024,137.83182678222656,0.76416015625,-0.23297249736705283,134.77775798006903
2024-11-04,136.0281219482422,138.9376575905799,135.54820341905642,137.18793904541485,187528200,0,11,2024,136.93796997070314,0.7355935232979911,-0.09462563692560821,136.49434686056347
2024-11-05,139.8874969482422,140.3474144064953,137.30791015086248,137.4278859649573,160537400,1,11,2024,136.67001342773438,1.1255318777901786,-0.14392928636866353,136.65187116563357
2024-11-06,145.58657836914062,146.46644169789403,141.93717159604822,142.9370107400554,242043900,2,11,2024,137.92381286621094,1.9396863664899553,0.5077103528523572,139.56557202270113
2024-11-07,148.85606384277344,148.9060435973239,146.14649291865044,146.3664587614797,207323300,3,11,2024,141.1472961425781,2.302488054547991,-0.1434475316254613,144.5031421611706
2024-11-08,147.6062469482422,149.74590195013883,146.236457046531,148.7460628790407,175665800,4,11,2024,143.59290161132813,2.302488054547991,-0.15269629607477786,147.95097681931912
2024-11-11,145.2366180419922,148.82605190369284,143.5469028263821,148.65606583595482,182325600,0,11,2024,145.43460083007812,2.302488054547991,0.03791176199351276,147.76643771992283
2024-11-12,148.26612854003906,149.62591028148023,145.98649668767203,146.7563770410738,198634700,1,11,2024,147.1103271484375,2.3581935337611606,0.0894504117907744,146.56640963586784
2024-11-13,146.24647521972656,149.30598054586102,145.87652436377047,149.04602786184785,191903300,2,11,2024,147.2423065185547,2.265350341796875,-0.03388833874443886,149.25467004339433
2024-11-14,146.7363739013672,148.97601887199116,145.52657719098687,147.6162371498861,194463300,3,11,2024,146.81836853027343,1.78399658203125,0.01334005199493693,147.80063522255537
2024-11-15,141.9571533203125,145.2166386002855,140.05746510375218,144.8466877533126,250132900,4,11,2024,145.6885498046875,0.9698420933314732,0.28627303969437934,147.76526208982494
2024-11-18,140.12744140625,141.52722527651324,137.1279241566863,139.47755210471132,221866000,0,11,2024,144.66671447753907,0.5027727399553571,-0.11300752519960389,143.58134878060025
2024-11-19,146.98634338378906,147.10633445236968,140.96732287230222,141.2972716123141,227834900,1,11,2024,144.41075744628907,1.4826158796037947,0.02690317579079271,141.65483187041906
